Name,DOB,SSN,Zip,Age,Workclass,fnlwgt,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,Target
Dennie Bernasek,9/4/1987,634-68-8387,50985,45,Local-gov,191776,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
Silvano Dornin,7/28/1969,856-23-4820,43738,43,Private,128354,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
Wandie Syncke,2/8/1972,637-03-1022,15762,27,Private,37088,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
Brandy Tomankiewicz,10/22/1999,189-37-3946,51351,21,Private,414812,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
Prentiss Maher,5/16/1958,155-44-2629,93466,63,,156799,HS-grad,9,Widowed,,Not-in-family,White,Female,0,0,4,United-States,<=50K
Carrissa Di Biagio,2/24/1952,697-80-3952,82734,39,Private,33983,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,40,United-States,>50K
Leland Laval,5/23/1956,385-99-9456,26761,52,Self-emp-not-inc,194995,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,55,United-States,>50K
Shepherd Bonsall,3/19/1998,836-29-4340,7294,41,Self-emp-inc,73431,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
Alberta Hammett,1/17/1989,419-16-1698,92060,48,Private,155664,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,70,United-States,>50K
Rooney Fowgies,4/26/1988,698-69-9862,82926,27,,182386,11th,7,Divorced,,Unmarried,White,Female,0,0,35,United-States,<=50K
Wendy Note,4/24/2007,612-10-8690,27637,53,State-gov,281074,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,1092,40,United-States,<=50K
Hashim Philbin,10/18/1962,172-15-7578,68753,33,Local-gov,248346,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
Sydney Lack,2/10/1993,685-23-1904,28750,37,Private,167482,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
Bruno Edie,9/26/1978,122-82-3311,22123,18,,171088,Some-college,10,Never-married,,Own-child,White,Female,0,0,40,United-States,<=50K
Gerladina Dykas,2/8/1983,533-90-1476,49218,43,Federal-gov,211763,Doctorate,16,Separated,Prof-specialty,Unmarried,Black,Female,0,0,24,United-States,>50K
Pam Stollenbecker,9/14/1967,564-66-7727,88912,20,Private,122166,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
Terri Eberts,3/28/1983,749-74-7169,45865,47,Private,370119,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
Troy Statefield,5/22/1971,124-80-5199,82225,36,Self-emp-not-inc,138940,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K
Wittie McInnery,5/13/1991,395-42-8619,32537,41,Private,174575,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,45,United-States,>50K
Hedvig Bramstom,10/15/1968,367-15-4406,29589,67,Private,101132,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,1797,0,40,United-States,<=50K
Leslie Shackelton,4/16/1953,367-78-4871,12316,38,Private,292307,Bachelors,13,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,0,0,40,Dominican-Republic,<=50K
Dionne Libbis,3/6/2012,485-67-7660,4512,47,Self-emp-not-inc,248776,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,25,United-States,<=50K
Dulci Anmore,4/20/2009,335-58-0386,18148,39,Private,314007,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
Camille Vials,2/2/2010,836-72-8823,83228,34,Self-emp-not-inc,213226,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1485,35,,<=50K
Donna Stuchburie,1/29/1968,194-74-8492,84151,36,Private,76845,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,<=50K
Florenza Dangl,12/7/1973,587-78-7015,34020,24,Private,148320,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
Gardie Chidzoy,3/20/1992,105-13-3592,23107,50,Self-emp-not-inc,54261,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States,<=50K
Tammie Goroni,5/31/2008,122-30-4364,76524,21,Private,223352,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,1055,0,30,United-States,<=50K
Rhona Iiannone,4/24/1971,693-30-0089,20105,21,Private,211013,9th,5,Never-married,Other-service,Own-child,White,Female,0,0,50,Mexico,<=50K
Rudd Hatchette,8/8/1954,296-54-2463,46859,40,Private,209833,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
Esmeralda Brabham,10/25/2011,653-96-2803,21679,19,Private,356272,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
Isa Richemont,1/16/1984,770-65-3247,26535,38,Private,143538,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
Zondra Balasin,5/15/1971,424-83-0041,86549,34,Private,242960,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
Jaymee Heeran,10/26/1992,761-89-2414,89536,44,Local-gov,263871,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
Maurits Paoli,5/4/1967,351-72-7888,8550,20,Private,151105,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
Obadias Joice,9/11/1978,808-06-4531,79029,44,Private,207685,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,1564,55,England,>50K
Milli Bittlestone,7/18/1961,273-34-2247,37612,49,Local-gov,46537,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,594,0,10,United-States,<=50K
Danica Glazier,7/8/1964,332-52-4269,78684,45,Self-emp-inc,84324,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
Rivy Duester,3/22/1968,748-61-0145,14304,24,Private,224716,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
Leonelle Heffernan,4/11/1975,367-69-7173,73739,34,Private,186269,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
Gigi Burt,7/12/1986,391-58-1283,64719,58,Self-emp-not-inc,143731,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,72,United-States,>50K
Vivyan Carratt,3/29/1969,292-06-8506,21449,39,Private,236391,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
Leone Pheasey,1/22/2001,114-81-1196,49551,22,Private,54560,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
Natasha Carrivick,8/24/1956,119-41-0108,69351,38,Private,266325,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,32,United-States,>50K
Gordon Lovelady,9/25/1963,337-59-1031,44287,32,Federal-gov,42900,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
Kermy Jouannot,3/25/2011,630-19-8919,68038,45,State-gov,183710,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,48,United-States,<=50K
Annie Garnett,9/27/1997,474-85-9296,15779,23,Private,278254,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,45,United-States,<=50K
Caroline Simon,3/6/2000,723-02-8828,86717,35,Private,119992,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
Rosalyn Tremlett,10/7/1984,484-58-8204,340,52,Private,284329,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
Annelise Blakden,8/21/2007,320-55-7369,1339,55,Private,368727,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
Sigismondo Jankovsky,2/2/1961,774-73-3731,85528,23,Private,353696,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
Felecia Prew,9/27/2011,617-74-7714,42949,22,Private,31387,Bachelors,13,Married-civ-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,2885,0,25,United-States,<=50K
Marne Leafe,4/19/1962,630-67-2800,28399,27,Private,110931,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
Francesca McKenzie,12/22/1992,583-41-6126,91004,24,Private,169532,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
Valera Bartram,5/14/2005,218-14-0026,60809,21,Private,285522,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
Paul Mamwell,3/3/1955,172-60-3129,90883,49,Private,198774,Bachelors,13,Divorced,Sales,Other-relative,White,Female,0,0,35,United-States,<=50K
Jermain Bourdice,1/28/1970,681-57-5594,67332,32,Private,123291,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
Dode O'Farris,4/14/1974,732-70-0179,90443,64,Private,146110,Some-college,10,Widowed,Other-service,Unmarried,White,Female,0,0,24,United-States,<=50K
Hillel Eddy,2/14/2005,422-92-3400,3392,37,Self-emp-not-inc,29814,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,50,United-States,<=50K
Kylie Wormald,5/26/1985,184-59-2683,27769,61,Private,195595,7th-8th,4,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Guatemala,<=50K
Julita Perks,1/23/1954,346-92-3466,52817,44,Private,92649,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,>50K
Cher Bathersby,2/12/1974,876-93-1504,28096,53,Private,290688,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,>50K
Catlee Hegg,11/24/1951,632-29-4763,14979,43,Private,427382,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
Glyn Reuther,10/9/1977,169-75-8793,17760,60,State-gov,234854,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K
Ardeen Darnborough,5/25/1970,622-25-1181,78277,23,Private,276568,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
Vinita Kolodziej,10/22/1957,523-58-3479,53350,25,Private,250038,Masters,14,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Mexico,<=50K
Garrott Hargreave,9/30/1954,894-73-6138,40688,29,Private,150861,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
Tailor Gomez,3/27/1976,524-35-5451,69402,51,Private,87205,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,55,England,<=50K
Sylas Brozek,11/21/1996,758-73-5730,5278,47,Private,343579,1st-4th,2,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,12,Mexico,<=50K
Rutherford Wrack,8/10/1996,414-43-4620,35881,20,Private,94401,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
Jennee Tarn,8/22/1985,469-17-0783,50756,25,Private,120238,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,40,Poland,>50K
Meara Alleyne,8/14/1981,751-86-8540,51573,27,Private,205440,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
Emerson Solomonides,12/13/1979,738-22-6508,49892,23,Private,198996,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
Devan Govan,9/13/1952,494-75-4624,70271,18,Private,294253,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,27,United-States,<=50K
Priscilla Marieton,11/17/2005,140-47-6387,91322,23,Private,256628,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,32,United-States,<=50K
Ailina Leynton,3/28/1979,186-36-0446,39237,59,Self-emp-not-inc,223131,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
Rubi Skentelbery,9/24/1993,314-84-3180,84949,46,Private,207301,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,<=50K
Ban Eykelhof,4/12/1971,243-67-1646,47129,66,,270460,7th-8th,4,Divorced,,Not-in-family,White,Male,0,0,40,United-States,<=50K
Angelique Fardon,5/27/1966,635-88-8847,73064,46,Local-gov,125457,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,38,United-States,>50K
Julius Meneux,8/30/2004,899-86-2467,68961,36,Local-gov,212856,11th,7,Never-married,Other-service,Unmarried,White,Female,0,0,23,United-States,<=50K
Karrah D'Hooge,8/2/1989,402-16-9039,35072,44,Private,197389,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
Hendrika O'Murtagh,1/26/1998,220-39-8767,59515,17,Private,73338,11th,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
Brook Darell,3/16/1995,262-09-7863,70229,27,Private,68037,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
Flori Gate,7/30/1971,841-58-5703,15937,32,Private,185027,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
Bertram Lidington,3/20/1991,780-18-9778,703,53,Private,107123,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
Padraic Macer,1/25/1957,316-04-7078,80721,22,Private,109482,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,98,United-States,<=50K
Marinna Trayling,6/25/1970,643-84-8355,33226,30,Private,174543,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
Huberto Wride,5/26/2000,484-74-6785,5385,47,Self-emp-not-inc,208407,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,30,United-States,<=50K
Bernadene Edy,6/25/1994,131-51-8322,8957,68,Self-emp-not-inc,211584,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
Adiana Toulmin,12/21/1996,536-02-7941,90567,39,Private,108540,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
Artair Giovani,6/12/2006,496-49-5689,29117,22,Private,202416,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
Clarey Girod,1/8/1991,749-44-2140,87041,62,,160155,7th-8th,4,Married-civ-spouse,,Husband,White,Male,6418,0,40,United-States,>50K
Brander Titchard,7/29/1996,682-19-9966,68574,20,Private,176178,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
Hubie Bagshawe,2/8/1988,751-01-9807,89566,21,Private,265148,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,38,Jamaica,<=50K
Adeline Du Pre,12/10/1958,899-73-0435,68351,34,Private,220631,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,50,,<=50K
Ertha Hallford,10/19/2008,659-40-8457,886,30,Self-emp-not-inc,303692,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,75,United-States,<=50K
Emmalyn Stiling,10/16/2001,873-45-2584,94533,25,Private,135845,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
Irwin Ortega,8/11/2005,326-14-2193,55570,23,State-gov,199915,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,21,United-States,<=50K
Isadora Cloke,1/20/1962,665-58-1673,5774,40,State-gov,150533,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,<=50K
Alastair Pearne,4/4/1986,490-71-8861,82424,26,Federal-gov,85482,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
Demetri Higbin,1/6/1959,107-08-3251,37812,57,Self-emp-not-inc,24473,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
Barry Mingauld,7/28/1968,575-50-4706,19384,36,Private,272944,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
Eldon Gaudin,4/25/1951,236-98-2824,70194,43,,82077,Some-college,10,Divorced,,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
Jo Frye,9/11/1975,862-43-9094,33778,49,State-gov,194895,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
Karee Benedict,9/20/1995,428-26-1933,16116,58,Private,314153,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
Alessandra Perse,4/14/1955,391-54-5990,20577,32,Private,176253,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,<=50K
Moe Bittleson,4/9/1994,362-41-9441,89385,59,Private,113959,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
Fritz Woofenden,8/20/2002,338-73-0793,18882,42,State-gov,167581,Bachelors,13,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
Oran Jemison,6/24/1955,557-68-3600,98072,37,Private,79586,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Iran,<=50K
Dolf Churchyard,1/28/1970,809-57-5588,37482,40,Private,166662,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States,>50K
Jarad Sandeson,9/21/1994,320-20-8316,39920,47,Private,72896,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
Temple Outibridge,12/7/1989,276-12-7831,70583,56,Private,345730,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
Chrotoem Murford,3/24/1995,425-86-2405,22684,30,Private,302473,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
Montgomery Crichten,8/6/1969,594-19-5095,45925,42,Private,42346,HS-grad,9,Widowed,Exec-managerial,Not-in-family,Black,Female,0,0,35,United-States,<=50K
Carri Carling,9/3/1974,275-12-8570,50262,21,Private,243921,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
Chiarra McPolin,3/18/1966,888-48-6747,37216,21,Private,131620,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Own-child,White,Female,0,0,40,Dominican-Republic,<=50K
Brooks Weems,8/9/1974,249-53-2762,88927,47,Private,158924,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
Hort Lanfer,6/28/2012,412-41-8624,90795,22,Self-emp-not-inc,32921,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
Justis Arnaldi,7/17/1995,741-95-7791,28908,35,Private,252897,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,14344,0,40,United-States,>50K
Neille Liddon,8/24/1986,207-15-9961,69818,41,Private,155657,11th,7,Never-married,Handlers-cleaners,Other-relative,Black,Female,0,0,40,United-States,<=50K
Noellyn Skipsey,2/16/1982,263-42-8507,63024,43,Federal-gov,155106,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,53,United-States,<=50K
Pearl Mayell,6/8/1955,642-37-9584,38729,60,Private,82775,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
Kirbee Kittles,8/26/1972,447-62-2190,9926,73,Private,26248,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,>50K
Darrick Ailward,9/19/1967,422-44-4708,84700,90,Private,88991,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,England,>50K
Stafford Leonards,7/1/1971,540-37-2895,50069,62,Federal-gov,125155,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,<=50K
Jacki Baldrick,11/3/2000,450-20-8849,33225,28,Private,218039,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Dory Menear,2/9/1986,235-41-2734,7313,45,Private,53524,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Lester Harteley,7/3/2004,396-97-7425,40857,19,Private,259352,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
Jesse Figger,12/1/1962,647-97-6919,18987,30,Private,296453,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
Fleur Hagston,11/5/1966,599-08-1428,97680,19,Private,278915,12th,8,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,52,United-States,<=50K
Kathryne Mathet,9/11/1966,371-83-7747,92354,23,Private,565313,Some-college,10,Never-married,Other-service,Own-child,Black,Male,2202,0,80,United-States,<=50K
Trixie Fake,12/6/2004,704-91-6000,15434,22,Federal-gov,274103,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States,<=50K
Rita Proger,4/10/2011,507-65-6478,23178,19,Private,271118,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,28,United-States,<=50K
Tobiah Bold,7/21/1996,751-68-6415,24673,45,Federal-gov,207107,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,0,2080,40,Philippines,<=50K
Sterne Dicte,6/9/1974,233-48-7789,65860,26,Local-gov,138597,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,25,United-States,<=50K
Justinian Odo,4/15/2003,420-63-2333,38059,42,Local-gov,180985,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,99999,0,40,United-States,>50K
Portie Shuard,1/3/1951,353-88-5694,56402,62,Self-emp-not-inc,159939,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
Mercy Hidderley,5/22/2008,197-27-8923,41576,61,Private,110920,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
Mignon Tumpane,3/4/1983,496-18-9068,17537,34,Private,34862,Bachelors,13,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,0,1564,60,United-States,>50K
Osmund Linsley,1/5/1980,418-24-6966,2998,22,Local-gov,163205,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,53,United-States,<=50K
Ferdinanda Mullan,11/24/1959,377-99-8319,21305,56,Private,110003,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
Christalle Tallis,2/27/1966,274-97-5046,10839,32,Private,229051,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
Leopold Cuffley,7/23/1976,250-48-9084,7426,24,,144898,Some-college,10,Never-married,,Unmarried,White,Male,0,0,40,United-States,<=50K
Neale Moreside,5/1/1985,288-77-4478,95971,26,Private,211596,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
Audrye Snell,3/16/1961,319-85-3042,46239,32,Private,48458,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,1669,45,United-States,<=50K
Kendal Delion,3/6/1976,760-88-6669,81960,58,Private,201393,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Male,0,1876,40,United-States,<=50K
Jonie Trewartha,8/7/2003,270-24-3668,30876,25,Self-emp-not-inc,136450,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,>50K
Ozzy Kryszka,6/30/1971,720-56-8082,30029,23,Private,193586,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K
Jermain Camerello,6/20/1987,499-46-0068,96632,23,Private,91189,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
Caron Teale,2/6/1988,827-69-2513,24766,54,Private,227832,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
Benita Carletto,6/11/1970,298-10-1910,2555,28,Private,271936,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K
Elisha Pietruschka,6/4/1995,267-57-3626,72226,35,Private,61343,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
Fae Shiel,8/19/1970,674-57-6592,28922,30,Private,157778,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,>50K
Rosco Broadway,11/17/1983,305-42-3236,37081,23,Private,201680,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Elaine Donaher,5/28/1962,154-09-6725,89713,42,Private,228320,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
Marty Gainor,8/5/1982,395-83-2023,93427,72,Private,33404,10th,6,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
Rance O'Donegan,10/26/1956,100-87-8011,95971,21,Private,103205,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
Stephannie Knowlman,12/26/1961,145-15-7973,32314,37,Private,279029,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
Booth Abelwhite,12/20/1963,577-88-2958,70064,54,Private,213092,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
Pattie Lyal,5/17/1977,268-28-2995,40841,58,Private,126104,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Female,0,1980,45,United-States,<=50K
Violante Bernadon,4/1/2012,822-07-1597,25114,32,Private,119124,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
Morgan Ranklin,10/21/2008,242-77-8797,67361,65,Private,31924,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States,<=50K
Irvine Goad,9/13/2001,127-96-7541,51510,22,Private,253799,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,,<=50K
Janean Titterington,1/23/1980,459-89-6259,32180,52,Private,266138,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,,>50K
Sibelle Wayte,4/5/1983,765-63-3798,77705,65,Private,185001,10th,6,Widowed,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
Sauncho Petrulis,5/14/1955,686-77-5617,71621,33,Self-emp-not-inc,34102,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
Julius Shills,9/5/1998,586-77-7706,43069,35,Private,115214,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,6497,0,65,United-States,<=50K
